,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Age_Years,Is_Active
1367,Contract,Zone A,Temporary,Production       ,General - Sga,MA,Administrator,Female,95802,White,Widowed,,1
1457,Part-Time,Zone C,Part-Time,Production       ,General - Eng,MA,Engineer,Female,57831,Other,Married,,1
110,Contract,Zone C,Part-Time,Sales,Field Operations,TX,Foreman,Male,63882,Hispanic,Married,70.15,0
217,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Male,42213,Black,Married,,1
1674,Full-Time,Zone B,Temporary,Production       ,Fielders,MA,Engineer,Female,35098,Hispanic,Married,,0
2305,Contract,Zone A,Full-Time,Sales,Shop (Fleet),ME,Shop,Male,37938,Black,Single,35.5,1
3,Contract,Zone A,Full-Time,Sales,Finance & Accounting,ND,Clerk,Male,58782,Other,Single,26.75,1
279,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Laborer,Male,59933,White,Divorced,50.39,1
2494,Full-Time,Zone B,Part-Time,Production       ,Aerial,MA,Lineman,Female,66834,Asian,Divorced,67.4,1
2374,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Tower Hand,Male,97933,White,Divorced,,1
112,Full-Time,Zone C,Temporary,Sales,General - Con,CO,Foreman,Male,74448,Hispanic,Single,,1
870,Part-Time,Zone A,Temporary,Production       ,Isp,MA,Technician,Female,46980,Other,Married,56.4,0
577,Part-Time,Zone C,Part-Time,Software Engineering,Project Management - Con,MA,Coordinator,Male,2140,Black,Single,,1
1945,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Driller,Female,61932,Hispanic,Single,32.25,1
2172,Contract,Zone A,Temporary,Sales,Yard (Material Handling),ID,Runner,Female,40513,Black,Widowed,82.15,1
1136,Contract,Zone C,Temporary,Production       ,Field Operations,MA,Engineer,Female,5789,Black,Widowed,,1
2661,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Technician,Female,52777,Other,Married,,1
1155,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Engineer,Female,95601,Other,Single,29.99,0
1534,Part-Time,Zone A,Full-Time,Production       ,General - Eng,MA,Drafter,Female,2351,Black,Married,,0
1756,Contract,Zone C,Full-Time,Production       ,Finance & Accounting,MA,Manager,Female,81415,White,Divorced,75.06,1
2610,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Director,Male,38200,Asian,Married,35.56,1
176,Full-Time,Zone A,Part-Time,Production       ,Field Operations,MA,Technician,Female,58348,White,Married,,0
2551,Full-Time,Zone C,Part-Time,Production       ,Yard (Material Handling),MA,Supervisor,Male,2199,Hispanic,Divorced,43.15,1
2439,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Driller,Female,49151,Hispanic,Single,73.48,1
165,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Technician,Male,9454,Other,Single,,0
24,Contract,Zone C,Full-Time,Sales,General - Con,CO,Technician,Male,71071,Other,Divorced,,1
1144,Part-Time,Zone A,Full-Time,Production       ,Yard (Material Handling),MA,Specialist,Female,47974,Hispanic,Divorced,38.06,1
2071,Full-Time,Zone A,Temporary,IT/IS,Field Operations,MA,Foreman,Female,44117,Asian,Divorced,25.4,0
1603,Full-Time,Zone B,Full-Time,Production       ,Wireline Construction,MA,Operator,Female,34988,Asian,Married,,1
1747,Full-Time,Zone B,Temporary,Production       ,General - Eng,MA,Coordinator,Female,6918,Black,Married,,1
1913,Contract,Zone A,Temporary,Production       ,General - Con,MA,Laborer,Female,29529,White,Single,,0
1883,Part-Time,Zone B,Part-Time,Production       ,Fielders,MA,Engineer,Male,10223,Hispanic,Single,,1
2871,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Technician,Female,88404,Hispanic,Widowed,28.25,1
2614,Contract,Zone C,Full-Time,Production       ,General - Con,MA,Laborer,Female,2308,White,Single,,1
2733,Full-Time,Zone A,Part-Time,Production       ,Splicing,MA,Splicer,Female,69293,Other,Single,,1
1207,Contract,Zone C,Part-Time,IT/IS,Finance & Accounting,MA,Administration,Male,62674,Black,Divorced,,1
158,Full-Time,Zone A,Full-Time,Production       ,Yard (Material Handling),MA,Laborer,Female,3074,Black,Divorced,,1
2052,Contract,Zone C,Part-Time,IT/IS,General - Con,MA,Laborer,Female,67089,Hispanic,Divorced,,1
2442,Contract,Zone A,Full-Time,Production       ,Aerial,MA,Lineman,Male,53404,Black,Widowed,,1
1977,Contract,Zone C,Temporary,Production       ,General - Con,MA,Manager,Female,25247,White,Divorced,,1
1542,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Foreman,Female,2122,White,Single,49.25,0
2168,Part-Time,Zone A,Full-Time,Sales,Aerial,TN,Administrator,Male,68371,Asian,Divorced,,1
628,Contract,Zone C,Full-Time,Software Engineering,Field Operations,MA,Laborer,Female,56708,White,Widowed,,1
2978,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Engineer,Female,12351,White,Single,45.91,0
531,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,TX,Foreman,Female,53042,Hispanic,Married,,1
631,Contract,Zone C,Temporary,Software Engineering,Billable Consultants,MA,Technician,Male,77311,Hispanic,Married,,1
172,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Technician,Female,14044,White,Divorced,,1
1800,Contract,Zone B,Full-Time,IT/IS,Aerial,MA,Lineman,Female,13915,Black,Widowed,29.66,1
2188,Contract,Zone B,Part-Time,Sales,Finance & Accounting,WA,Controller,Female,69576,Black,Single,,1
1433,Part-Time,Zone B,Full-Time,Production       ,Project Management - Con,MA,Coordinator,Female,34484,Asian,Divorced,24.32,0
2635,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Supervisor,Female,71004,Asian,Divorced,,1
1666,Contract,Zone A,Temporary,Production       ,General - Con,MA,Technician,Female,18116,Hispanic,Married,76.57,1
660,Part-Time,Zone A,Part-Time,Software Engineering,Field Operations,MA,Tower Hand,Female,18844,Other,Married,50.65,1
2270,Full-Time,Zone A,Full-Time,Sales,Splicing,NY,Laborer,Male,21341,White,Married,60.42,1
1950,Contract,Zone B,Part-Time,Production       ,Executive,MA,Vp,Male,2433,White,Single,,1
1216,Full-Time,Zone A,Full-Time,IT/IS,Aerial,MA,Supervisor,Male,12567,Other,Widowed,,1
2563,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Laborer,Female,64116,White,Single,,1
2345,Full-Time,Zone A,Temporary,Production       ,Wireline Construction,MA,Laborer,Male,74626,Other,Married,,1
659,Contract,Zone A,Temporary,Software Engineering,Field Operations,MA,Supervisor,Female,23203,Black,Single,,1
937,Contract,Zone C,Temporary,Admin Offices,Finance & Accounting,MA,Administration,Male,32101,White,Divorced,,1
2184,Part-Time,Zone A,Temporary,Sales,Wireline Construction,TN,Manager,Male,22260,Black,Widowed,,1
828,Full-Time,Zone A,Temporary,Production       ,General - Con,MA,Laborer,Female,8671,Black,Married,,0
1255,Part-Time,Zone B,Part-Time,IT/IS,Aerial,MA,Foreman,Female,65125,Black,Married,,1
497,Full-Time,Zone B,Full-Time,IT/IS,General - Con,CT,Technician,Male,86917,Other,Widowed,,1
2650,Contract,Zone A,Temporary,Production       ,General - Con,MA,Clerk,Male,16185,Hispanic,Married,,1
2313,Full-Time,Zone B,Part-Time,Sales,General - Sga,ID,Construction Manager,Male,34011,Black,Single,,1
2340,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Technician,Female,2747,Asian,Divorced,,1
1539,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Technician,Female,1040,Other,Widowed,53.75,1
2896,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Laborer,Female,27946,Black,Married,62.74,0
2721,Full-Time,Zone C,Temporary,Production       ,Aerial,MA,Foreman,Male,76147,White,Single,75.0,1
2921,Part-Time,Zone A,Part-Time,Production       ,General - Con,MA,Laborer,Female,42857,Asian,Widowed,37.97,1
2645,Full-Time,Zone B,Part-Time,Production       ,Wireless,MA,Foreman,Female,48363,Asian,Divorced,,1
1833,Part-Time,Zone B,Temporary,IT/IS,Engineers,MA,Billing,Female,17501,Hispanic,Widowed,,1
1737,Part-Time,Zone C,Full-Time,Production       ,General - Eng,MA,Technician,Female,95333,Black,Divorced,,1
1254,Contract,Zone B,Temporary,IT/IS,Engineers,MA,Engineer,Female,34659,White,Divorced,50.23,1
2437,Part-Time,Zone B,Full-Time,Production       ,Field Operations,MA,Technician,Male,37065,Asian,Single,,1
1622,Contract,Zone A,Full-Time,Production       ,Field Operations,MA,Laborer,Female,93573,Asian,Widowed,82.49,1
2524,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Foreman,Female,16532,Black,Widowed,81.65,1
1349,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Engineer,Male,49243,Asian,Divorced,69.16,1
1400,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Operator,Female,18674,Other,Widowed,,1
1171,Contract,Zone A,Part-Time,Production       ,General - Con,MA,Groundman,Female,8372,Black,Divorced,46.67,0
715,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,MA,Coordinator,Female,89723,Asian,Married,32.22,1
1386,Contract,Zone C,Temporary,Production       ,Aerial,MA,Lineman,Female,61521,Other,Divorced,44.08,1
1903,Full-Time,Zone C,Part-Time,Production       ,Executive,MA,Vp,Male,57688,Other,Married,,1
1162,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Technician,Female,22497,White,Married,28.9,1
1932,Full-Time,Zone B,Part-Time,Production       ,Engineers,MA,Project Manager,Female,87985,Other,Married,28.99,1
418,Contract,Zone A,Full-Time,Executive Office,Field Operations,MA,Laborer,Male,69726,Hispanic,Single,55.23,1
2589,Part-Time,Zone A,Part-Time,Production       ,Finance & Accounting,MA,Accounting,Male,19295,Black,Widowed,24.9,1
2888,Full-Time,Zone C,Temporary,Production       ,Field Operations,MA,Locator,Female,85181,Other,Widowed,,0
910,Full-Time,Zone A,Temporary,Admin Offices,General - Con,MA,Safety Manager,Female,71014,White,Single,,1
737,Part-Time,Zone A,Part-Time,Production       ,General - Sga,MA,Project Coordinator,Female,12732,Other,Married,,1
306,Contract,Zone C,Part-Time,Production       ,Field Operations,MA,Driver,Female,2035,Hispanic,Single,,0
389,Full-Time,Zone A,Temporary,IT/IS,Field Operations,MA,Technician,Male,2135,Hispanic,Single,68.23,1
336,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,MA,Clerk,Female,40231,White,Widowed,,0
2702,Full-Time,Zone A,Part-Time,Production       ,Underground,MA,Laborer,Female,11631,Black,Widowed,39.15,1
1100,Part-Time,Zone A,Full-Time,Production       ,Engineers,MA,Engineer,Female,39855,Asian,Widowed,,1
2915,Full-Time,Zone C,Part-Time,Production       ,Aerial,MA,Lineman,Male,35072,Other,Widowed,,1
1700,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Foreman,Female,36490,Black,Single,,1
1537,Part-Time,Zone B,Part-Time,Production       ,Executive,MA,Manager,Female,2458,Other,Married,,0
698,Contract,Zone B,Part-Time,Production       ,Aerial,MA,Lineman,Male,10511,Hispanic,Married,33.66,1
223,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Laborer,Female,72818,White,Divorced,,0
642,Full-Time,Zone B,Part-Time,Software Engineering,General - Con,MA,Foreman,Female,30264,Other,Widowed,,1
2187,Part-Time,Zone A,Full-Time,Sales,Field Operations,ID,Foreman,Male,29887,Black,Divorced,,1
347,Part-Time,Zone B,Full-Time,Production       ,Engineers,MA,Engineer,Male,32544,Black,Single,26.58,1
1134,Contract,Zone C,Full-Time,Production       ,General - Con,MA,Clerk,Female,88833,Hispanic,Single,,1
855,Part-Time,Zone A,Temporary,Production       ,Catv,MA,Administrative,Female,30179,Black,Widowed,,0
1589,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Lineman,Female,66919,White,Widowed,66.98,1
2937,Part-Time,Zone A,Temporary,Production       ,Engineers,MA,Technician,Female,42754,Hispanic,Single,64.66,1
305,Part-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Technician,Male,27650,Black,Widowed,70.82,1
1436,Part-Time,Zone C,Full-Time,Production       ,Engineers,MA,Engineer,Female,87036,Other,Single,,1
2712,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Technician,Female,29416,Asian,Single,53.15,1
1271,Full-Time,Zone A,Part-Time,IT/IS,Billable Consultants,MA,Engineer,Male,5156,White,Married,,1
530,Contract,Zone C,Temporary,IT/IS,Field Operations,TX,Administration,Female,36554,Other,Divorced,33.92,1
2629,Part-Time,Zone A,Temporary,Production       ,Wireless,MA,Manager,Female,56056,Other,Divorced,,1
2913,Part-Time,Zone A,Full-Time,Production       ,General - Con,MA,Technician,Male,87065,White,Married,63.24,1
2768,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Technician,Female,70709,White,Divorced,,1
1809,Full-Time,Zone A,Temporary,IT/IS,Engineers,CT,Project Manager,Female,44145,Hispanic,Widowed,,1
473,Contract,Zone C,Full-Time,IT/IS,Field Operations,MA,Field Technician,Female,79249,Asian,Single,,1
476,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,MA,Driver,Male,66324,Hispanic,Single,,1
804,Contract,Zone B,Temporary,Production       ,Wireless,MA,Laborer,Female,50000,Black,Married,30.81,1
1546,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Laborer,Female,2324,Black,Married,33.23,1
2582,Part-Time,Zone C,Part-Time,Production       ,Billable Consultants,MA,Engineer,Male,14887,White,Married,27.99,1
379,Contract,Zone C,Temporary,Production       ,Field Operations,MA,Groundman,Male,31026,Other,Married,50.98,1
1024,Part-Time,Zone A,Part-Time,Production       ,Splicing,MA,Technician,Female,26670,Hispanic,Widowed,,1
1214,Part-Time,Zone C,Temporary,IT/IS,Field Operations,MA,Laborer,Female,40835,Other,Married,35.56,0
268,Contract,Zone C,Temporary,Production       ,Catv,MA,Laborer,Female,70817,Hispanic,Divorced,,0
1082,Full-Time,Zone C,Full-Time,Production       ,General - Sga,MA,Assistant,Female,92210,Other,Single,,1
2398,Full-Time,Zone C,Temporary,Production       ,Project Management - Eng,MA,Project Manager,Male,80760,Hispanic,Widowed,,1
2720,Contract,Zone B,Temporary,Production       ,General - Sga,MA,Engineer,Male,48709,Hispanic,Divorced,,1
1088,Full-Time,Zone B,Part-Time,Production       ,General - Con,MA,Laborer,Female,96974,Other,Married,,1
2237,Full-Time,Zone C,Full-Time,Sales,Project Management - Con,ID,Manager,Male,14665,Hispanic,Divorced,,1
1028,Contract,Zone C,Full-Time,Production       ,General - Sga,MA,Administrator,Female,18041,Other,Widowed,,1
2223,Part-Time,Zone B,Full-Time,Sales,Project Management - Con,WA,Project Manager,Female,28100,Black,Single,,1
510,Contract,Zone C,Part-Time,IT/IS,Field Operations,MA,Laborer,Male,1960,White,Widowed,,1
90,Part-Time,Zone A,Part-Time,Sales,Splicing,IN,Splicer,Male,44469,Hispanic,Widowed,82.75,1
1022,Part-Time,Zone B,Temporary,Production       ,General - Sga,MA,Administrator,Male,82061,Other,Divorced,,1
1467,Full-Time,Zone A,Full-Time,Production       ,Field Operations,MA,Laborer,Male,12371,Other,Single,,1
775,Contract,Zone B,Temporary,Production       ,Wireline Construction,MA,Model Assistant,Male,9799,White,Widowed,,0
552,Contract,Zone C,Temporary,IT/IS,Technology / It,MA,Controller,Female,5067,Black,Married,,0
2399,Contract,Zone B,Full-Time,Production       ,General - Con,MA,Technician,Female,96266,Hispanic,Married,,0
221,Contract,Zone A,Full-Time,Production       ,Aerial,MA,Lineman,Female,76615,Other,Divorced,,1
977,Contract,Zone B,Part-Time,Production       ,Finance & Accounting,MA,Manager,Male,2472,Hispanic,Single,46.56,0
2656,Contract,Zone C,Full-Time,Production       ,Aerial,MA,Laborer,Male,55790,Asian,Widowed,,1
1496,Full-Time,Zone B,Full-Time,Production       ,People Services,MA,Director,Female,46757,Other,Widowed,58.64,1
2460,Full-Time,Zone A,Temporary,Production       ,Shop (Fleet),MA,Shop,Female,22862,Black,Married,,0
2115,Part-Time,Zone A,Part-Time,Software Engineering,Engineers,MA,Engineer,Male,55449,Black,Single,65.98,1
859,Full-Time,Zone B,Temporary,Production       ,Field Operations,MA,Driller,Male,74629,Asian,Divorced,,0
2729,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Lineman,Female,65327,Black,Married,,0
1702,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Technician,Male,40632,Other,Divorced,36.91,1
2574,Full-Time,Zone C,Part-Time,Production       ,General - Con,MA,Laborer,Male,5140,Asian,Widowed,,1
615,Contract,Zone B,Temporary,Software Engineering,Field Operations,MA,Driller,Male,96170,Black,Widowed,,1
1866,Contract,Zone B,Full-Time,Production       ,Field Operations,MA,Laborer,Male,1803,Other,Single,26.99,1
2348,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Tower Hand,Female,50944,White,Single,,1
2632,Part-Time,Zone A,Temporary,Production       ,Project Management - Con,MA,Coordinator,Female,73253,White,Widowed,52.65,1
2823,Full-Time,Zone B,Full-Time,Production       ,Project Management - Con,MA,Supervisor,Male,25590,Asian,Married,27.15,1
903,Full-Time,Zone A,Part-Time,Admin Offices,General - Con,MA,Associate,Female,66991,White,Divorced,35.0,1
849,Full-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Administrator,Female,74245,White,Married,,1
1785,Full-Time,Zone C,Part-Time,IT/IS,Field Operations,MA,Cfo,Female,74179,White,Widowed,33.16,1
2870,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Engineer,Male,25813,Black,Married,69.06,0
1494,Contract,Zone C,Full-Time,Production       ,Engineers,MA,Engineer,Male,10345,Other,Married,,1
2866,Contract,Zone C,Full-Time,Production       ,General - Con,MA,Technician,Female,90732,Black,Married,57.98,0
846,Contract,Zone A,Part-Time,Production       ,General - Sga,MA,Manager,Female,50409,Asian,Single,,1
1417,Part-Time,Zone A,Part-Time,Production       ,General - Con,MA,Model Assistant,Female,52114,Other,Single,,1
149,Full-Time,Zone B,Full-Time,Production       ,Engineers,MA,Project Manager,Female,2133,Asian,Single,,1
2653,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Lineman,Female,82524,Hispanic,Widowed,,0
1283,Part-Time,Zone A,Part-Time,Admin Offices,Field Operations,MA,Technician,Male,46239,Black,Divorced,,1
1716,Contract,Zone A,Temporary,Production       ,Yard (Material Handling),MA,Coordinator,Female,46121,Asian,Divorced,,0
863,Full-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Administrator,Female,57255,White,Married,,1
462,Contract,Zone B,Part-Time,Executive Office,General - Con,MA,Foreman,Male,26421,Black,Single,,1
448,Contract,Zone A,Temporary,IT/IS,Underground,CT,Laborer,Male,81215,Asian,Divorced,,1
371,Full-Time,Zone C,Full-Time,Production       ,General - Con,MA,Lineman,Male,36648,Other,Widowed,,1
1124,Contract,Zone B,Full-Time,Production       ,Engineers,MA,Project Manager,Female,5288,Black,Divorced,,0
1461,Full-Time,Zone B,Temporary,Production       ,Engineers,MA,Engineer,Female,36015,White,Married,,1
150,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Tower Hand,Male,2129,White,Widowed,,1
948,Contract,Zone B,Full-Time,Admin Offices,Technology / It,MA,Intern,Female,1498,Asian,Divorced,25.49,1
1581,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Lineman,Female,67443,Asian,Widowed,83.82,1
